day_of_year,hour,temp_mean,temp_min,temp_max,precip_mean,wind_mean
23,6,-7.58,-16.7,3.0,0.07,13.18
23,7,-7.42,-16.4,3.0,0.03,12.52
23,8,-7.55,-16.4,3.1,0.01,12.33
23,9,-7.64,-16.5,2.7,0.05,11.93
23,10,-7.64,-16.4,2.3,0.03,11.93
23,11,-7.31,-16.1,1.8,0.04,11.8
23,12,-6.91,-15.6,1.7,0.04,12.3
23,13,-6.6,-15.1,1.3,0.06,12.63
23,14,-6.25,-14.2,1.1,0.14,13.26
23,15,-6.51,-16.4,1.1,0.24,13.05
23,16,-6.46,-18.3,1.3,0.22,12.91
23,17,-6.22,-18.7,1.7,0.17,13.14
23,18,-5.96,-19.2,1.9,0.11,12.83
23,19,-5.87,-19.6,2.1,0.04,12.91
23,20,-5.6,-19.9,2.1,0.07,12.79
23,21,-5.69,-20.2,2.5,0.04,13.21
23,22,-5.71,-22.5,2.9,0.05,13.07
23,23,-5.8,-22.9,2.8,0.1,12.54
24,0,-6.04,-23.0,3.0,0.04,11.93
24,1,-6.2,-22.5,2.6,0.04,11.83
24,2,-6.19,-22.9,3.5,0.03,11.92
24,3,-7.03,-26.5,3.0,0.03,12.27
24,4,-6.91,-24.4,3.1,0.05,12.45
24,5,-7.14,-24.6,3.1,0.01,12.33
24,6,-7.49,-26.6,2.8,0.03,12.29
24,7,-7.61,-26.9,2.3,0.03,12.0
24,8,-7.82,-28.1,1.8,0.03,12.1
24,9,-7.77,-27.5,1.6,0.03,11.88
24,10,-7.78,-29.2,1.3,0.05,11.42
24,11,-7.68,-29.3,0.9,0.05,10.83
24,12,-7.25,-28.3,1.2,0.06,9.65
24,13,-6.92,-26.9,1.6,0.07,10.18
24,14,-6.56,-24.1,2.2,0.07,10.93
24,15,-6.88,-25.2,2.0,0.07,11.52
24,16,-7.01,-25.4,1.4,0.08,11.68
24,17,-7.0,-24.9,1.1,0.05,10.93
24,18,-6.99,-24.8,1.1,0.06,11.1
24,19,-6.92,-24.6,0.5,0.08,11.02
24,20,-6.85,-24.2,-0.3,0.04,11.08
24,21,-6.63,-23.8,-0.4,0.07,11.43
24,22,-6.45,-23.3,-0.1,0.07,11.43
24,23,-6.14,-22.9,0.4,0.04,11.61
25,0,-5.94,-22.3,-0.3,0.05,12.06
25,1,-5.79,-21.9,0.1,0.05,12.37
25,2,-5.66,-21.8,1.4,0.08,13.32
25,3,-5.57,-22.0,2.2,0.12,13.87
25,4,-5.41,-21.5,2.8,0.24,14.61
25,5,-5.24,-20.8,3.2,0.19,15.1
25,6,-5.19,-20.3,3.0,0.13,15.37
25,7,-5.19,-19.6,3.3,0.07,14.91
25,8,-5.16,-18.8,4.0,0.05,15.51
25,9,-5.23,-18.3,4.0,0.12,16.05
25,10,-5.19,-17.8,4.4,0.13,15.87
25,11,-4.98,-17.3,4.6,0.07,15.98
25,12,-4.77,-16.5,4.2,0.1,15.63
25,13,-4.7,-16.2,4.2,0.09,15.16
25,14,-4.55,-16.6,4.5,0.07,14.6
25,15,-4.78,-17.2,4.0,0.47,14.65
25,16,-4.8,-17.3,3.9,0.08,15.21
25,17,-4.41,-17.2,3.7,0.1,15.5
25,18,-4.55,-16.9,3.5,0.18,15.88
25,19,-4.47,-16.4,3.6,0.02,15.6
25,20,-4.78,-16.1,3.5,0.15,15.16
25,21,-4.9,-15.9,3.3,0.16,15.18
25,22,-5.11,-16.0,2.4,0.12,14.77
25,23,-5.38,-16.1,2.3,0.07,14.47
26,0,-5.47,-16.3,2.4,0.08,14.64
26,1,-5.47,-16.7,2.3,0.07,14.95
26,2,-5.22,-16.4,3.0,0.03,14.73
26,3,-5.3,-17.2,3.0,0.0,15.23
26,4,-5.37,-17.3,3.5,0.0,14.94
26,5,-5.38,-17.4,3.8,0.02,15.19
26,6,-5.45,-17.5,3.4,0.02,14.94
26,7,-5.52,-17.7,3.3,0.05,14.44
26,8,-5.71,-18.0,3.0,0.08,13.53
26,9,-5.73,-18.1,2.7,0.08,12.55
26,10,-5.51,-18.2,2.6,0.07,11.97
26,11,-5.46,-18.3,2.5,0.07,11.84
26,12,-5.41,-18.2,2.0,0.1,11.44
26,13,-5.31,-18.0,1.6,0.11,10.58
26,14,-4.98,-16.7,1.1,0.08,10.93
26,15,-5.46,-17.7,1.4,0.04,11.49
26,16,-6.0,-17.9,1.0,0.02,11.76
26,17,-6.28,-17.9,0.7,0.01,12.36
26,18,-6.14,-17.3,0.5,0.04,12.02
26,19,-6.43,-16.7,0.1,0.02,10.99
26,20,-6.43,-17.4,-0.2,0.02,11.2
26,21,-6.51,-18.8,-0.6,0.01,11.22
26,22,-6.52,-19.0,-0.3,0.01,11.28
26,23,-6.47,-18.7,-0.1,0.0,11.27
27,0,-6.54,-18.6,-0.8,0.0,11.12
27,1,-6.7,-19.0,-1.3,0.0,10.7
27,2,-6.64,-19.5,0.5,0.0,10.41
27,3,-6.91,-20.0,0.9,0.01,10.88
27,4,-6.82,-20.3,1.3,0.03,10.75
27,5,-6.54,-20.2,1.3,0.03,10.64
27,6,-6.34,-19.2,1.4,0.03,10.59
27,7,-6.17,-18.4,1.4,0.06,10.43
27,8,-6.11,-18.2,1.4,0.02,10.48
27,9,-6.09,-18.2,1.1,0.01,10.48
27,10,-6.01,-19.0,0.8,0.03,10.63
27,11,-5.62,-18.6,0.5,0.05,10.44
27,12,-5.4,-19.6,0.6,0.06,10.61
27,13,-5.21,-19.9,0.5,0.05,10.74
27,14,-5.19,-21.4,1.1,0.05,11.32
27,15,-5.44,-22.7,0.6,0.05,11.4
27,16,-5.72,-24.4,0.3,0.04,11.53
27,17,-5.58,-23.1,0.3,0.03,11.26
27,18,-5.7,-23.6,0.3,0.02,11.82
27,19,-5.61,-23.8,0.4,0.02,11.99
27,20,-5.61,-23.5,0.4,0.01,12.09
27,21,-5.47,-22.2,0.3,0.01,12.16
27,22,-5.2,-20.7,0.3,0.01,12.18
27,23,-5.01,-19.4,0.2,0.01,12.6
28,0,-4.94,-19.3,0.2,0.01,13.12
28,1,-4.92,-19.5,0.1,0.02,13.18
28,2,-5.0,-20.4,0.2,0.01,13.4
28,3,-5.34,-20.8,0.1,0.01,12.5
28,4,-5.36,-20.6,-0.0,0.02,12.89
28,5,-5.18,-20.2,0.1,0.02,12.96
28,6,-5.14,-19.9,0.0,0.03,12.59
28,7,-5.15,-20.4,0.1,0.05,13.15
28,8,-5.11,-21.0,0.1,0.08,14.15
28,9,-5.03,-21.8,0.4,0.1,14.72
28,10,-5.0,-22.2,0.6,0.17,14.64
28,11,-4.67,-21.8,1.0,0.18,14.89
28,12,-4.38,-21.4,1.7,0.1,14.69
28,13,-4.2,-21.0,1.6,0.08,14.48
28,14,-4.17,-19.7,1.7,0.07,13.88
28,15,-4.37,-20.0,1.2,0.09,13.97
28,16,-4.44,-19.6,0.8,0.09,14.07
28,17,-4.4,-18.9,0.7,0.11,13.75
28,18,-4.49,-18.3,0.8,0.08,13.83
28,19,-4.59,-18.0,1.0,0.06,13.55
28,20,-4.58,-17.7,1.3,0.04,13.25
28,21,-4.65,-17.2,1.3,0.03,13.31
28,22,-4.89,-16.5,1.2,0.04,12.89
28,23,-4.79,-15.8,1.3,0.01,12.74
29,0,-4.9,-15.4,1.5,0.03,12.78
29,1,-4.98,-15.0,1.6,0.03,12.78
29,2,-4.75,-12.2,1.7,0.03,12.36
29,3,-5.01,-12.2,1.8,0.04,11.96
29,4,-5.22,-12.1,1.5,0.05,11.23
29,5,-5.36,-12.1,1.4,0.04,10.87
29,6,-5.39,-12.0,1.0,0.03,10.96
29,7,-5.31,-11.8,1.1,0.04,11.48
29,8,-5.07,-11.6,1.4,0.03,11.54
29,9,-5.12,-11.5,1.8,0.02,11.9
29,10,-4.82,-11.1,2.6,0.02,13.18
29,11,-4.53,-11.2,2.7,0.0,13.95
29,12,-4.12,-10.9,2.6,0.0,14.15
29,13,-3.82,-10.8,3.0,0.02,14.17
29,14,-3.56,-9.5,3.3,0.07,14.43
29,15,-3.82,-9.7,3.1,0.11,14.87
29,16,-3.94,-9.5,2.9,0.08,15.08
29,17,-3.92,-9.3,3.1,0.09,15.6
29,18,-3.93,-9.1,2.9,0.07,15.88
29,19,-3.92,-8.8,2.7,0.04,16.12
29,20,-3.9,-8.7,2.5,0.03,16.26
29,21,-3.66,-8.5,2.5,0.04,16.34
29,22,-3.42,-8.3,2.0,0.06,16.24
29,23,-3.14,-8.1,1.6,0.11,16.57
30,0,-2.93,-8.1,2.1,0.13,17.78
30,1,-2.82,-8.2,2.2,0.2,18.27
30,2,-2.77,-9.2,2.9,0.24,18.72
30,3,-2.89,-9.8,3.0,0.37,18.08
30,4,-2.93,-9.7,2.8,0.38,17.32
30,5,-2.96,-9.7,2.3,0.33,16.61
30,6,-2.98,-10.0,1.8,0.24,16.33
30,7,-3.04,-10.2,1.9,0.15,16.45
30,8,-3.1,-10.0,1.4,0.14,16.3
30,9,-3.12,-9.9,1.8,0.17,16.03
30,10,-3.14,-9.7,2.2,0.22,16.07
30,11,-2.96,-9.5,2.5,0.18,16.38
30,12,-2.86,-9.2,2.5,0.12,15.73
30,13,-2.87,-9.0,2.3,0.07,15.16
30,14,-2.83,-9.0,2.0,0.04,14.34
30,15,-3.23,-10.0,1.8,0.06,13.92
30,16,-3.52,-9.9,1.8,0.05,14.07
30,17,-3.7,-10.1,1.8,0.04,14.2
30,18,-3.87,-10.3,1.2,0.06,13.62
30,19,-3.91,-10.3,1.2,0.04,13.24
30,20,-4.08,-10.1,0.9,0.06,13.07
30,21,-4.36,-10.2,0.7,0.15,13.19
30,22,-4.61,-10.6,0.9,0.12,13.38
30,23,-4.84,-10.7,0.8,0.09,13.91
31,0,-5.16,-10.8,0.3,0.07,13.06
31,1,-5.27,-10.9,0.3,0.07,13.22
31,2,-5.46,-10.2,0.1,0.07,13.14
31,3,-5.76,-11.7,0.2,0.03,13.15
31,4,-5.96,-12.5,0.6,0.05,13.64
31,5,-6.25,-13.5,0.8,0.05,13.9
31,6,-6.39,-14.0,0.9,0.03,13.9
31,7,-6.37,-14.1,1.1,0.03,13.78
31,8,-6.41,-14.2,1.1,0.04,13.48
31,9,-6.73,-14.4,1.0,0.04,13.48
31,10,-6.82,-14.4,0.7,0.03,12.87
31,11,-6.78,-14.2,0.7,0.02,11.67
31,12,-6.71,-13.8,0.9,0.01,11.25
31,13,-6.68,-13.6,1.1,0.01,10.75
31,14,-6.46,-12.3,1.2,0.01,10.93
31,15,-6.73,-12.6,0.9,0.02,11.01
31,16,-7.03,-13.0,0.4,0.03,10.93
31,17,-7.18,-12.8,-0.1,0.02,11.03
31,18,-7.1,-12.5,-0.3,0.02,11.34
31,19,-6.91,-12.3,0.2,0.02,11.7
31,20,-6.87,-12.1,0.5,0.02,11.66
31,21,-6.71,-12.0,1.1,0.05,11.35
31,22,-6.73,-12.1,1.6,0.05,11.64
31,23,-6.82,-12.0,1.5,0.04,12.21
32,0,-6.95,-11.8,1.1,0.04,12.35
32,1,-7.08,-11.9,0.8,0.05,12.01
32,2,-6.96,-12.0,0.8,0.06,12.61
32,3,-7.18,-13.0,1.6,0.11,12.32
32,4,-7.57,-13.3,1.6,0.1,12.48
32,5,-7.74,-13.6,1.5,0.09,12.46
32,6,-7.77,-13.8,1.5,0.08,12.44
32,7,-7.73,-13.8,1.7,0.04,13.06
32,8,-7.62,-13.3,1.8,0.01,13.06
32,9,-7.44,-12.9,2.0,0.0,12.82
32,10,-7.59,-12.9,2.0,0.01,12.73
32,11,-7.26,-12.6,2.7,0.01,12.83
32,12,-6.88,-12.4,2.4,0.05,12.97
32,13,-6.67,-12.3,2.3,0.13,13.25
32,14,-6.7,-13.5,2.5,0.06,13.64
32,15,-7.29,-15.7,1.8,0.02,13.5
32,16,-7.71,-15.6,0.3,0.02,13.71
32,17,-8.02,-15.7,-0.7,0.05,14.16
32,18,-8.29,-16.1,-1.5,0.03,14.85
32,19,-8.47,-16.3,-1.6,0.03,15.03
32,20,-8.56,-16.4,-1.9,0.07,15.19
32,21,-8.44,-16.6,-1.8,0.13,15.33
32,22,-8.31,-17.0,-1.5,0.08,16.18
32,23,-8.28,-17.4,-1.6,0.06,15.94
33,0,-8.23,-17.5,-1.7,0.06,15.63
33,1,-8.11,-17.3,-1.9,0.05,15.06
33,2,-8.3,-18.3,-2.1,0.04,15.24
33,3,-8.27,-18.2,-1.6,0.03,14.5
33,4,-8.18,-17.6,-1.3,0.07,14.35
33,5,-8.09,-17.1,-1.1,0.06,14.04
33,6,-8.1,-17.5,-1.0,0.04,13.98
33,7,-8.12,-17.9,-0.9,0.03,13.64
33,8,-8.23,-18.2,-1.0,0.05,13.33
33,9,-8.49,-18.8,-1.8,0.06,12.32
33,10,-8.55,-18.2,-2.6,0.05,11.32
33,11,-8.22,-17.3,-2.5,0.04,11.11
33,12,-7.9,-16.5,-2.5,0.06,10.38
33,13,-7.73,-16.1,-2.5,0.09,10.56
33,14,-7.88,-16.8,-2.6,0.15,10.6
33,15,-8.62,-18.8,-2.7,0.12,10.89
33,16,-8.96,-18.9,-2.9,0.12,11.34
33,17,-9.2,-18.9,-3.0,0.09,11.81
33,18,-9.12,-18.9,-3.1,0.07,12.17
33,19,-9.11,-18.9,-2.8,0.07,11.87
33,20,-9.21,-18.8,-2.6,0.03,11.94
33,21,-9.29,-18.6,-3.0,0.02,11.96
33,22,-9.41,-18.5,-2.9,0.02,11.45
33,23,-9.38,-18.2,-2.8,0.02,11.25
34,0,-9.39,-18.1,-2.8,0.03,11.37
34,1,-9.33,-17.7,-2.8,0.07,11.49
34,2,-9.41,-18.7,-2.4,0.1,11.4
34,3,-9.94,-19.3,-2.3,0.08,11.0
34,4,-9.8,-19.2,-2.1,0.12,10.95
34,5,-9.62,-19.4,-1.6,0.1,11.36
34,6,-9.4,-19.1,-1.3,0.09,11.62
34,7,-9.2,-18.7,-1.0,0.05,11.99
34,8,-9.1,-18.1,-0.6,0.03,11.97
34,9,-8.93,-17.5,-0.2,0.04,11.62
34,10,-8.72,-16.9,0.5,0.06,11.58
34,11,-8.34,-16.4,1.5,0.04,11.75
34,12,-8.09,-16.1,2.5,0.01,12.65
34,13,-7.91,-15.3,2.7,0.0,12.7
34,14,-7.98,-15.2,1.8,0.0,12.98
34,15,-8.83,-16.2,0.2,0.01,12.13
34,16,-9.09,-16.7,-1.1,0.01,12.58
34,17,-9.22,-16.9,-1.6,0.01,13.01
34,18,-9.26,-17.1,-1.7,0.01,12.94
34,19,-9.31,-17.1,-1.6,0.01,12.9
34,20,-9.49,-16.7,-1.7,0.02,12.65
34,21,-9.61,-16.4,-1.8,0.03,12.25
34,22,-9.63,-15.8,-1.9,0.05,11.88
34,23,-9.73,-15.5,-1.9,0.07,11.59
35,0,-9.82,-16.0,-2.0,0.05,11.54
35,1,-9.96,-16.4,-2.0,0.04,11.71
35,2,-10.31,-16.9,-2.2,0.04,11.18
35,3,-11.34,-20.7,-2.2,0.05,10.96
35,4,-11.33,-21.4,-2.4,0.03,11.32
35,5,-11.45,-22.2,-2.5,0.03,11.3
35,6,-11.52,-23.2,-2.7,0.04,11.25
35,7,-11.51,-23.7,-2.6,0.08,11.09
35,8,-11.45,-24.2,-2.6,0.05,11.33
35,9,-11.54,-24.4,-2.7,0.04,11.1
35,10,-11.41,-24.1,-2.7,0.04,10.99
35,11,-11.02,-23.1,-2.5,0.05,10.14
35,12,-10.6,-21.9,-2.2,0.08,9.96
35,13,-10.27,-20.4,-2.0,0.09,10.96
35,14,-9.6,-19.2,-1.6,0.08,10.79
35,15,-9.8,-17.7,-2.2,0.06,11.21
35,16,-9.57,-17.7,-2.4,0.07,11.93
35,17,-9.84,-17.6,-2.7,0.08,12.52
35,18,-9.71,-16.8,-2.9,0.11,12.77
35,19,-9.41,-16.0,-3.0,0.12,12.85
35,20,-9.23,-16.3,-2.8,0.11,12.66
35,21,-9.19,-16.4,-2.8,0.14,12.61
35,22,-9.18,-16.5,-2.8,0.14,12.39
35,23,-9.17,-16.9,-2.9,0.11,12.23
36,0,-9.13,-17.0,-3.1,0.12,12.64
36,1,-8.79,-16.9,-3.4,0.1,12.88
36,2,-8.76,-16.3,-3.4,0.11,12.6
36,3,-9.17,-17.3,-3.1,0.15,13.03
36,4,-9.23,-18.0,-2.9,0.14,13.42
36,5,-9.31,-18.4,-2.9,0.13,14.09
36,6,-9.3,-18.4,-3.0,0.1,13.78
36,7,-9.29,-18.9,-3.1,0.06,14.28
36,8,-9.26,-19.0,-3.3,0.06,14.16
36,9,-9.29,-19.0,-3.7,0.06,13.86
36,10,-9.01,-18.6,-3.5,0.06,14.06
36,11,-8.54,-17.7,-3.4,0.05,13.49
36,12,-8.12,-17.4,-3.1,0.04,13.18
36,13,-7.67,-17.2,-3.1,0.02,12.8
36,14,-7.32,-16.0,-2.5,0.03,12.81
36,15,-7.52,-17.0,-2.1,0.05,12.35
36,16,-7.76,-17.7,-1.2,0.04,12.1
36,17,-7.95,-18.2,-0.6,0.03,11.89
36,18,-8.18,-18.4,0.1,0.03,12.04
36,19,-8.16,-18.7,0.8,0.03,12.6
36,20,-8.24,-18.8,1.5,0.02,11.94
36,21,-8.37,-18.7,1.5,0.02,11.63
36,22,-8.83,-18.8,0.6,0.01,11.3
36,23,-9.22,-19.3,-0.1,0.0,11.09
37,0,-9.5,-19.2,-1.7,0.0,11.04
37,1,-9.56,-18.8,-2.6,0.0,10.69
37,2,-9.44,-17.9,-3.2,0.0,11.34
37,3,-9.84,-17.5,-3.4,0.0,10.91
37,4,-10.2,-18.6,-3.6,0.0,10.41
37,5,-10.29,-18.0,-3.5,0.01,10.14
37,6,-10.3,-17.8,-3.4,0.0,10.38
37,7,-10.35,-18.1,-3.4,0.0,9.95
37,8,-10.52,-18.8,-3.3,0.0,10.77
37,9,-10.69,-19.5,-3.5,0.0,11.06
37,10,-10.63,-20.0,-4.2,0.0,11.5
37,11,-10.35,-20.1,-3.9,0.0,10.55
37,12,-9.74,-19.4,-3.5,0.0,10.28
37,13,-9.15,-18.5,-2.5,0.0,10.25
37,14,-8.52,-17.9,-1.9,0.01,11.92
37,15,-8.56,-18.5,-0.9,0.02,12.24
37,16,-8.56,-18.6,-0.8,0.0,12.91
37,17,-8.7,-19.7,-0.8,0.01,13.68
37,18,-8.61,-20.1,-0.5,0.07,14.0
37,19,-8.46,-20.3,-0.1,0.11,14.12
37,20,-8.21,-18.7,0.6,0.13,13.99
37,21,-7.96,-17.9,0.9,0.14,13.98
37,22,-7.78,-17.6,1.1,0.13,13.65
37,23,-7.62,-17.2,1.2,0.11,13.69
38,0,-7.58,-17.0,1.0,0.08,12.98
38,1,-7.45,-16.5,1.1,0.07,13.14
38,2,-7.3,-16.2,1.3,0.05,13.61
38,3,-7.86,-17.2,1.1,0.03,14.17
38,4,-7.32,-16.4,1.0,0.02,13.48
38,5,-7.2,-15.8,0.9,0.0,13.41
38,6,-7.21,-15.8,1.0,0.0,13.46
38,7,-7.26,-15.6,0.7,0.01,13.42
38,8,-7.17,-15.6,0.4,0.02,13.6
38,9,-6.96,-15.8,0.9,0.05,13.72
38,10,-6.27,-15.9,1.3,0.08,13.72
38,11,-5.66,-16.0,1.7,0.08,13.89
38,12,-5.16,-16.1,2.0,0.06,13.42
38,13,-4.85,-15.9,2.1,0.06,13.22
38,14,-4.76,-16.1,3.1,0.04,13.83
38,15,-5.03,-17.8,2.4,0.09,13.19
38,16,-5.3,-18.4,1.7,0.11,13.76
38,17,-5.65,-19.1,0.7,0.13,13.96
38,18,-5.94,-19.7,0.9,0.07,14.05
38,19,-6.1,-20.1,1.3,0.06,13.15
38,20,-6.25,-20.2,1.9,0.05,12.72
38,21,-6.45,-20.2,2.4,0.03,12.16
38,22,-6.79,-20.3,2.7,0.03,11.74
38,23,-6.76,-20.6,2.8,0.05,11.16
39,0,-7.16,-20.9,2.7,0.05,9.78
39,1,-7.13,-20.4,2.6,0.04,10.13
39,2,-7.15,-19.6,2.4,0.03,10.14
39,3,-7.07,-19.1,2.4,0.01,11.18
39,4,-7.32,-20.1,2.5,0.0,11.42
39,5,-7.59,-21.0,2.5,0.0,11.34
39,6,-7.76,-21.7,2.6,0.0,11.65
39,7,-7.75,-22.2,2.7,0.0,12.47
39,8,-7.72,-22.6,2.8,0.01,12.61
39,9,-7.78,-22.9,2.7,0.03,12.54
39,10,-7.45,-22.8,2.6,0.01,12.58
39,11,-7.04,-22.2,2.6,0.01,12.14
39,12,-6.54,-21.2,2.6,0.04,12.23
39,13,-6.06,-19.7,2.6,0.07,12.25
39,14,-5.61,-19.1,2.7,0.06,12.33
39,15,-5.51,-19.3,2.6,0.03,12.45
39,16,-5.52,-19.8,2.4,0.01,13.0
39,17,-5.57,-20.5,2.2,0.01,13.49
39,18,-5.56,-21.0,2.1,0.02,13.45
39,19,-5.71,-21.5,2.1,0.05,13.5
39,20,-5.91,-21.7,2.0,0.06,13.36
39,21,-6.19,-21.9,1.9,0.09,13.28
39,22,-6.2,-22.0,1.9,0.07,13.05
39,23,-6.41,-22.3,1.7,0.07,12.5
40,0,-6.51,-22.7,1.6,0.07,12.84
40,1,-6.48,-23.1,1.4,0.04,12.64
40,2,-6.66,-23.7,2.9,0.01,12.44
40,3,-6.77,-24.1,3.1,0.03,12.87
40,4,-6.94,-24.3,3.0,0.02,13.25
40,5,-7.22,-24.8,2.6,0.05,13.39
40,6,-7.43,-25.3,2.2,0.04,13.96
40,7,-7.65,-25.6,2.0,0.03,14.26
40,8,-7.69,-26.0,2.3,0.01,14.34
40,9,-7.8,-26.5,2.3,0.02,14.14
40,10,-7.62,-26.3,2.1,0.01,14.15
40,11,-7.3,-25.5,1.9,0.0,13.36
40,12,-6.87,-24.6,1.8,0.0,12.7
40,13,-6.55,-23.5,1.8,0.02,11.98
40,14,-6.5,-23.0,2.2,0.05,12.39
40,15,-6.62,-23.4,1.8,0.09,12.24
40,16,-6.74,-23.2,1.6,0.09,12.81
40,17,-6.92,-24.1,1.4,0.09,13.09
40,18,-7.01,-24.6,1.2,0.1,12.98
40,19,-6.87,-24.8,1.0,0.1,13.23
40,20,-6.66,-24.9,1.3,0.08,13.01
40,21,-6.64,-24.4,1.4,0.05,12.61
40,22,-6.53,-23.8,1.5,0.04,12.94
40,23,-6.54,-23.4,1.3,0.09,12.95
41,0,-6.67,-22.9,1.6,0.15,13.04
41,1,-6.79,-22.5,1.8,0.17,13.0
41,2,-6.65,-22.1,2.6,0.14,12.42
41,3,-6.73,-22.0,3.2,0.08,12.65
41,4,-6.69,-21.7,3.2,0.05,12.36
41,5,-6.56,-21.2,3.3,0.04,12.49
41,6,-6.58,-21.0,3.1,0.06,11.99
41,7,-6.74,-20.9,2.9,0.06,11.46
41,8,-6.77,-21.0,2.4,0.09,11.04
41,9,-6.88,-21.2,1.8,0.13,10.39
41,10,-6.68,-20.7,1.9,0.12,10.0
41,11,-6.26,-19.8,2.4,0.08,9.94
41,12,-5.82,-18.9,2.8,0.05,9.94
41,13,-5.44,-18.2,3.1,0.04,10.39
41,14,-5.24,-18.9,3.3,0.02,11.65
41,15,-5.27,-19.1,3.5,0.07,11.45
41,16,-5.66,-18.9,3.4,0.03,12.02
41,17,-5.88,-18.0,2.9,0.12,12.11
41,18,-5.99,-17.7,2.5,0.14,12.4
41,19,-5.88,-17.7,2.7,0.13,12.44
41,20,-5.88,-17.8,2.6,0.04,12.89
41,21,-5.99,-17.9,2.3,0.1,12.78
41,22,-5.91,-17.7,2.0,0.15,12.45
41,23,-5.81,-17.8,2.3,0.1,12.52
42,0,-5.78,-17.9,2.5,0.1,12.97
42,1,-5.88,-17.4,2.3,0.09,13.24
42,2,-6.03,-17.2,2.5,0.05,12.73
42,3,-6.42,-17.5,1.9,0.04,12.37
42,4,-6.39,-16.9,1.7,0.01,12.12
42,5,-6.26,-16.3,1.5,0.01,11.78
42,6,-6.62,-18.7,1.8,0.01,12.02
42,7,-6.54,-18.4,2.0,0.01,11.77
42,8,-6.7,-19.2,2.0,0.01,11.99
42,9,-6.84,-19.2,2.0,0.02,11.63
42,10,-6.69,-19.0,1.9,0.02,11.23
42,11,-6.35,-18.3,2.1,0.01,11.5
42,12,-5.98,-16.2,2.1,0.02,11.05
42,13,-5.82,-15.4,2.1,0.02,10.61
42,14,-5.81,-15.4,2.0,0.02,10.74
42,15,-5.89,-15.7,1.8,0.03,10.65
42,16,-6.37,-15.8,1.4,0.04,11.2
42,17,-7.01,-17.1,1.0,0.03,10.88
42,18,-7.43,-17.5,0.8,0.03,10.83
42,19,-7.49,-18.1,0.7,0.02,11.04
42,20,-7.5,-16.8,0.8,0.02,11.14
42,21,-7.77,-16.7,0.6,0.0,11.01
42,22,-7.87,-16.6,0.5,0.02,10.48
42,23,-8.16,-16.4,0.4,0.03,10.58
43,0,-8.28,-16.1,0.4,0.03,9.8
43,1,-8.36,-16.5,0.1,0.02,9.35
43,2,-8.12,-16.8,0.0,0.01,9.33
43,3,-8.33,-16.8,0.2,0.02,9.78
43,4,-8.51,-17.2,0.2,0.04,10.08
43,5,-8.59,-17.3,0.3,0.05,9.82
43,6,-8.49,-17.6,0.4,0.07,9.57
43,7,-8.27,-17.8,0.5,0.13,9.82
43,8,-8.16,-18.2,0.6,0.15,10.48
43,9,-8.18,-18.7,0.5,0.17,10.35
43,10,-7.83,-18.5,0.4,0.13,9.8
43,11,-7.27,-17.9,0.4,0.07,9.01
43,12,-6.64,-17.7,0.8,0.08,9.05
43,13,-6.05,-17.5,1.0,0.05,9.26
43,14,-5.37,-17.4,1.1,0.05,10.28
43,15,-5.23,-15.9,1.2,0.08,10.51
43,16,-5.37,-16.2,2.3,0.09,12.57
43,17,-5.6,-17.7,3.0,0.05,13.28
43,18,-5.36,-17.3,4.6,0.04,14.41
43,19,-5.26,-16.7,3.9,0.03,14.4
43,20,-5.19,-15.8,2.9,0.03,13.68
43,21,-5.1,-14.8,2.3,0.03,13.72
43,22,-5.12,-13.6,1.4,0.02,12.93
43,23,-5.18,-12.7,1.1,0.02,12.32
44,0,-5.18,-12.0,1.0,0.01,12.68
44,1,-5.4,-11.9,0.9,0.02,12.74
44,2,-5.31,-13.0,1.5,0.04,12.61
44,3,-5.78,-14.3,1.4,0.06,12.07
44,4,-5.92,-15.0,1.6,0.05,12.74
44,5,-5.88,-13.4,2.0,0.03,13.32
44,6,-5.89,-13.8,2.4,0.02,13.7
44,7,-6.0,-14.3,2.3,0.05,13.31
44,8,-6.34,-15.2,2.2,0.03,13.18
44,9,-6.37,-16.1,2.1,0.03,13.07
44,10,-5.89,-15.6,2.1,0.06,12.81
44,11,-5.28,-14.7,2.8,0.07,12.81
44,12,-4.7,-14.4,2.9,0.06,13.13
44,13,-4.26,-14.4,3.6,0.07,13.4
44,14,-3.59,-14.4,5.1,0.05,13.97
44,15,-3.37,-13.6,4.4,0.07,14.5
44,16,-3.52,-13.9,4.6,0.08,15.67
44,17,-3.62,-14.3,5.8,0.06,16.7
44,18,-3.81,-14.5,5.4,0.07,16.63
44,19,-3.93,-14.5,5.3,0.05,15.99
44,20,-4.18,-14.4,5.6,0.01,15.88
44,21,-4.52,-14.4,5.4,0.02,15.39
44,22,-4.96,-14.5,5.0,0.03,14.64
44,23,-5.33,-14.7,4.5,0.01,14.18
45,0,-5.58,-15.9,3.7,0.0,13.62
45,1,-5.86,-16.8,3.3,0.0,13.59
45,2,-5.94,-16.9,3.6,0.02,13.13
45,3,-5.73,-16.0,2.7,0.01,13.45
45,4,-6.18,-16.4,1.9,0.01,12.83
45,5,-6.43,-16.2,1.4,0.0,12.44
45,6,-6.61,-16.0,1.2,0.0,11.9
45,7,-6.63,-15.7,0.9,0.01,12.13
45,8,-6.7,-15.2,0.6,0.04,11.95
45,9,-6.59,-14.7,0.4,0.11,12.45
