day_of_year,hour,temp_mean,temp_min,temp_max,precip_mean,wind_mean
283,7,4.87,-3.5,11.7,0.23,14.82
283,8,4.83,-3.3,11.6,0.4,14.17
283,9,4.97,-2.7,11.7,0.5,14.47
283,10,5.79,-1.1,11.8,0.32,14.21
283,11,6.64,0.7,11.8,0.2,14.31
283,12,7.41,2.1,11.9,0.2,15.02
283,13,7.88,3.2,11.9,0.06,16.12
283,14,8.06,3.6,11.7,0.06,14.72
283,15,8.05,2.9,12.4,0.09,13.32
283,16,8.17,2.7,12.4,0.08,13.73
283,17,7.73,2.0,11.9,0.06,13.77
283,18,7.2,1.4,11.5,0.13,14.08
283,19,6.78,1.4,11.1,0.09,13.79
283,20,6.48,1.3,10.7,0.1,13.9
283,21,6.19,1.3,10.3,0.22,13.55
283,22,6.08,1.4,10.0,0.25,13.38
283,23,5.91,1.2,9.5,0.19,13.06
284,0,5.78,1.2,9.3,0.27,13.32
284,1,5.68,1.1,9.5,0.4,12.97
284,2,5.66,1.1,9.7,0.44,13.52
284,3,5.57,1.3,10.3,0.23,13.86
284,4,5.45,1.5,10.3,0.2,13.95
284,5,5.45,1.6,10.0,0.18,13.95
284,6,5.62,1.7,10.2,0.2,13.97
284,7,5.79,1.9,10.1,0.31,15.14
284,8,5.94,2.2,9.8,0.21,14.6
284,9,6.12,2.5,9.9,0.25,14.76
284,10,6.51,2.9,10.4,0.2,15.17
284,11,7.16,3.0,11.4,0.13,15.38
284,12,7.74,3.2,12.4,0.05,15.65
284,13,7.99,3.3,11.7,0.04,15.32
284,14,7.98,3.6,10.2,0.09,14.86
284,15,8.03,4.3,10.4,0.2,13.83
284,16,7.91,4.4,10.3,0.26,12.81
284,17,7.44,4.2,9.8,0.34,11.91
284,18,6.92,4.2,9.0,0.3,12.22
284,19,6.65,4.3,8.4,0.42,12.01
284,20,6.37,3.9,8.3,0.49,12.76
284,21,6.25,3.5,8.5,0.25,11.38
284,22,6.19,4.0,8.7,0.38,10.4
284,23,6.01,4.0,8.8,0.36,9.54
285,0,5.64,3.3,8.9,0.31,8.59
285,1,5.58,2.9,9.1,0.57,9.99
285,2,5.37,2.5,9.2,0.43,10.25
285,3,5.0,1.9,9.5,0.21,10.13
285,4,4.75,1.8,9.3,0.08,10.98
285,5,4.62,2.1,9.5,0.08,11.39
285,6,4.43,1.8,9.7,0.05,11.56
285,7,4.2,1.7,9.8,0.07,12.17
285,8,4.11,1.5,9.7,0.06,12.4
285,9,4.18,1.7,9.6,0.04,12.34
285,10,4.68,2.2,9.6,0.04,12.06
285,11,5.25,2.4,9.8,0.05,12.9
285,12,5.71,1.9,9.9,0.08,13.45
285,13,6.09,2.2,10.1,0.05,14.23
285,14,6.32,2.1,10.4,0.03,13.38
285,15,6.45,2.6,10.8,0.08,14.02
285,16,6.31,2.3,10.8,0.17,13.68
285,17,5.96,2.5,10.5,0.11,13.26
285,18,5.49,2.5,9.8,0.09,13.27
285,19,5.33,2.8,9.7,0.03,13.8
285,20,5.2,2.5,9.6,0.02,13.55
285,21,4.99,2.4,9.3,0.02,13.32
285,22,4.72,2.3,9.0,0.01,13.08
285,23,4.54,2.1,8.7,0.01,12.54
286,0,4.32,1.9,8.8,0.01,12.3
286,1,4.19,1.7,9.2,0.01,12.34
286,2,4.08,1.1,9.3,0.09,12.3
286,3,3.81,0.8,9.6,0.09,12.02
286,4,3.72,0.5,9.9,0.05,12.41
286,5,3.56,0.0,10.0,0.06,12.38
286,6,3.58,-0.4,10.0,0.02,11.87
286,7,3.55,-0.6,10.0,0.01,11.63
286,8,3.5,-0.7,10.1,0.01,11.13
286,9,3.75,-0.3,10.2,0.0,10.72
286,10,4.46,0.7,10.6,0.0,10.08
286,11,5.13,1.2,11.0,0.02,9.72
286,12,5.8,1.4,11.5,0.05,10.92
286,13,6.22,2.0,11.5,0.06,10.51
286,14,6.62,2.5,12.2,0.06,10.47
286,15,6.75,1.8,12.8,0.05,10.79
286,16,6.8,1.9,13.3,0.03,9.73
286,17,6.49,1.9,13.7,0.04,9.69
286,18,5.91,1.8,13.8,0.02,10.39
286,19,5.75,1.8,13.7,0.01,10.55
286,20,5.55,1.5,13.4,0.0,11.04
286,21,5.45,0.7,13.2,0.02,10.98
286,22,5.17,0.6,13.3,0.02,10.81
286,23,4.95,-0.7,13.3,0.02,10.95
287,0,4.97,0.3,13.4,0.01,10.75
287,1,4.81,-0.4,13.6,0.09,10.19
287,2,4.67,-0.5,13.8,0.07,9.66
287,3,4.81,0.3,14.5,0.1,9.55
287,4,4.53,0.0,14.3,0.14,9.73
287,5,4.35,0.3,14.2,0.05,9.73
287,6,4.24,-0.6,14.2,0.03,9.8
287,7,4.08,-1.0,14.0,0.04,9.54
287,8,4.04,-1.7,13.9,0.04,9.87
287,9,4.26,-1.0,14.0,0.06,10.04
287,10,4.75,0.2,14.6,0.08,10.45
287,11,5.31,1.8,15.1,0.1,9.93
287,12,5.91,2.8,15.5,0.11,10.14
287,13,6.36,3.7,15.9,0.07,10.44
287,14,6.62,4.2,16.4,0.11,10.26
287,15,6.81,3.5,17.2,0.06,11.25
287,16,6.78,3.3,17.3,0.07,10.72
287,17,6.61,2.7,17.0,0.05,10.6
287,18,6.12,2.3,16.3,0.07,10.94
287,19,5.83,2.3,16.2,0.06,11.02
287,20,5.79,2.6,16.6,0.05,11.39
287,21,5.55,2.5,16.0,0.18,11.41
287,22,5.46,2.4,15.4,0.04,11.08
287,23,5.42,2.2,14.5,0.04,10.7
288,0,5.44,2.8,13.7,0.02,11.04
288,1,5.51,2.9,13.3,0.02,10.96
288,2,5.45,2.6,12.9,0.01,11.2
288,3,5.24,2.2,13.2,0.0,10.83
288,4,4.99,1.5,12.5,0.12,11.56
288,5,4.68,1.1,12.3,0.1,11.19
288,6,4.59,0.8,12.2,0.07,10.98
288,7,4.34,-1.5,12.1,0.05,11.47
288,8,4.48,-0.7,11.9,0.04,11.01
288,9,4.68,0.4,12.0,0.05,10.53
288,10,5.23,1.4,12.6,0.02,12.02
288,11,5.71,2.5,12.7,0.05,13.52
288,12,6.01,3.2,12.3,0.07,14.25
288,13,6.33,3.2,11.9,0.08,14.08
288,14,6.42,3.2,11.6,0.04,13.97
288,15,6.28,2.5,11.2,0.1,13.91
288,16,6.27,2.6,10.7,0.15,13.93
288,17,5.94,2.3,10.3,0.06,13.53
288,18,5.61,1.9,10.1,0.1,14.29
288,19,5.45,1.7,9.7,0.17,14.45
288,20,5.46,1.5,9.5,0.13,14.36
288,21,5.55,1.4,9.3,0.17,14.41
288,22,5.66,1.3,9.5,0.22,14.54
288,23,5.68,1.4,9.6,0.19,14.73
289,0,5.66,1.5,9.6,0.25,14.67
289,1,5.56,1.3,9.7,0.29,14.55
289,2,5.52,1.0,9.5,0.34,14.8
289,3,5.3,0.7,9.5,0.52,14.02
289,4,5.07,0.7,9.6,0.25,14.0
289,5,5.08,0.8,9.6,0.25,14.34
289,6,5.07,0.8,9.8,0.13,15.59
289,7,4.95,0.8,9.9,0.13,15.63
289,8,4.82,0.9,9.8,0.1,15.35
289,9,4.71,0.9,9.7,0.1,14.96
289,10,4.93,1.5,9.9,0.06,15.1
289,11,5.29,1.8,10.1,0.05,15.19
289,12,5.73,2.4,10.6,0.11,14.76
289,13,6.11,3.0,10.5,0.25,13.35
289,14,6.38,3.1,10.9,0.2,13.37
289,15,6.71,2.9,11.1,0.15,14.32
289,16,6.6,3.0,10.4,0.19,14.16
289,17,6.39,2.5,10.5,0.21,14.29
289,18,6.05,1.9,10.6,0.04,16.11
289,19,5.95,1.7,9.7,0.05,15.51
289,20,5.95,1.6,9.7,0.07,15.95
289,21,5.76,1.6,9.6,0.11,15.93
289,22,5.69,1.7,9.2,0.09,16.14
289,23,5.5,1.7,9.0,0.05,16.52
290,0,5.19,1.8,8.6,0.06,16.03
290,1,4.92,1.8,8.0,0.05,15.78
290,2,4.69,1.7,7.8,0.02,15.37
290,3,4.53,1.5,7.7,0.01,14.67
290,4,4.31,1.1,7.4,0.07,13.8
290,5,4.11,0.9,7.3,0.08,13.46
290,6,4.01,0.7,7.2,0.02,13.51
290,7,3.89,0.4,7.0,0.02,13.79
290,8,3.68,0.1,6.9,0.05,13.7
290,9,3.51,-0.4,6.8,0.07,13.58
290,10,4.06,-0.1,7.3,0.09,13.32
290,11,4.65,0.9,7.9,0.18,13.36
290,12,5.04,1.4,8.3,0.2,14.16
290,13,5.22,1.7,8.3,0.23,14.66
290,14,5.44,1.8,8.3,0.2,14.46
290,15,5.72,1.8,8.9,0.14,13.19
290,16,5.67,1.6,9.2,0.13,12.82
290,17,5.23,1.2,8.6,0.15,12.92
290,18,4.82,0.9,8.5,0.08,13.28
290,19,4.65,0.8,8.9,0.07,12.88
290,20,4.63,0.8,9.2,0.06,12.81
290,21,4.26,0.6,9.6,0.02,12.38
290,22,4.2,0.4,9.6,0.03,12.54
290,23,4.05,0.4,8.7,0.04,12.42
291,0,3.86,-0.2,8.3,0.02,12.22
291,1,3.64,-0.7,8.1,0.05,12.21
291,2,3.55,-0.4,8.1,0.01,11.98
291,3,2.91,-2.3,8.2,0.01,11.1
291,4,2.66,-2.3,8.1,0.03,11.49
291,5,2.48,-2.7,8.0,0.01,11.88
291,6,2.55,-3.2,8.1,0.0,11.94
291,7,2.38,-3.1,8.2,0.0,11.88
291,8,2.38,-3.3,8.4,0.04,11.72
291,9,2.45,-3.0,8.7,0.04,11.4
291,10,2.96,-2.7,9.0,0.0,11.72
291,11,3.56,-2.2,9.5,0.0,11.72
291,12,4.23,-1.3,10.1,0.02,12.17
291,13,4.62,-0.4,9.9,0.04,12.27
291,14,4.81,0.4,9.8,0.12,12.27
291,15,4.67,0.3,9.9,0.2,12.29
291,16,4.51,0.3,10.0,0.18,13.03
291,17,4.01,-0.3,9.4,0.32,13.14
291,18,3.55,-1.2,9.0,0.24,13.26
291,19,3.35,-1.2,8.5,0.04,13.11
291,20,3.35,-0.8,8.5,0.02,12.82
291,21,3.41,-0.2,8.5,0.02,12.98
291,22,3.37,0.2,8.3,0.05,13.09
291,23,3.39,0.1,8.8,0.07,13.56
292,0,3.41,-0.2,8.8,0.09,13.76
292,1,3.3,-0.4,8.9,0.1,13.64
292,2,3.12,-1.2,8.9,0.04,13.47
292,3,3.07,-1.5,9.0,0.02,13.54
292,4,2.94,-1.8,9.3,0.02,13.34
292,5,2.93,-1.8,9.6,0.05,13.42
292,6,2.82,-2.1,9.7,0.05,13.06
292,7,2.74,-2.4,9.7,0.03,12.09
292,8,2.59,-2.6,9.6,0.06,11.96
292,9,2.61,-2.6,9.7,0.04,12.88
292,10,3.31,-1.8,9.8,0.05,12.34
292,11,3.91,-1.0,10.0,0.04,12.41
292,12,4.52,-0.3,10.3,0.1,12.17
292,13,4.89,0.4,10.5,0.12,11.92
292,14,5.12,0.7,10.6,0.06,12.1
292,15,5.08,0.7,10.6,0.08,12.09
292,16,4.86,0.4,10.3,0.15,12.19
292,17,4.25,-1.0,10.3,0.09,12.16
292,18,3.76,-1.7,10.1,0.14,11.89
292,19,3.3,-2.7,10.0,0.24,12.22
292,20,2.99,-3.3,10.1,0.17,12.02
292,21,2.75,-3.6,10.1,0.18,11.98
292,22,2.61,-3.7,10.0,0.18,11.58
292,23,2.47,-3.7,10.0,0.11,10.97
293,0,2.33,-3.5,10.0,0.08,10.48
293,1,2.36,-3.8,9.7,0.04,9.91
293,2,2.16,-3.7,9.3,0.03,9.55
293,3,1.78,-4.2,9.1,0.03,10.0
293,4,1.4,-4.0,9.5,0.06,9.71
293,5,1.14,-4.2,9.3,0.04,9.73
293,6,0.67,-4.7,8.7,0.04,10.59
293,7,0.45,-5.0,8.2,0.07,10.95
293,8,0.27,-5.2,7.9,0.09,10.25
293,9,0.1,-5.3,7.8,0.14,10.11
293,10,0.52,-4.4,7.8,0.12,9.98
293,11,1.22,-2.4,8.2,0.13,8.87
293,12,1.97,-1.0,9.0,0.16,8.1
293,13,2.53,0.0,9.2,0.15,8.43
293,14,2.92,0.5,9.4,0.12,8.55
293,15,3.14,-0.1,9.9,0.11,8.17
293,16,2.91,-0.4,9.4,0.08,8.18
293,17,2.48,-0.6,9.5,0.1,8.7
293,18,2.26,-0.7,9.8,0.13,9.2
293,19,2.2,-1.2,10.1,0.14,9.2
293,20,2.18,-1.4,10.4,0.41,9.66
293,21,2.0,-1.4,10.6,0.31,9.73
293,22,1.95,-1.4,10.8,0.17,10.15
293,23,1.85,-2.2,11.0,0.13,10.14
294,0,1.88,-2.6,10.9,0.16,9.66
294,1,1.99,-2.9,11.1,0.14,9.5
294,2,1.85,-3.1,10.9,0.16,9.41
294,3,1.82,-2.4,10.8,0.13,8.86
294,4,1.63,-2.4,11.1,0.11,8.47
294,5,1.55,-2.5,11.0,0.15,9.38
294,6,1.36,-3.2,11.3,0.08,10.22
294,7,1.36,-2.6,10.9,0.02,9.6
294,8,1.38,-2.6,11.0,0.07,9.8
294,9,1.62,-2.4,10.9,0.09,10.37
294,10,2.11,-2.0,10.8,0.06,10.85
294,11,2.76,-1.4,10.9,0.08,11.58
294,12,3.24,-0.9,10.7,0.16,11.72
294,13,3.62,-0.4,10.7,0.13,12.56
294,14,3.87,0.1,10.6,0.13,12.64
294,15,3.63,-0.1,10.3,0.02,12.16
294,16,3.62,-0.2,11.7,0.04,11.85
294,17,3.02,-1.7,11.2,0.09,12.8
294,18,2.79,-3.2,11.1,0.11,13.13
294,19,2.68,-3.3,10.9,0.13,12.98
294,20,2.57,-3.4,10.7,0.23,13.35
294,21,2.47,-3.5,10.6,0.14,13.01
294,22,2.46,-2.4,10.1,0.14,12.92
294,23,2.32,-3.0,9.8,0.15,13.01
295,0,2.25,-3.3,9.8,0.17,13.0
295,1,2.27,-3.6,9.8,0.15,12.7
295,2,2.27,-3.8,9.9,0.13,12.5
295,3,2.26,-5.4,9.9,0.18,13.52
295,4,2.06,-6.3,9.9,0.25,13.4
295,5,1.89,-6.7,10.1,0.21,14.03
295,6,1.86,-6.7,9.8,0.17,14.47
295,7,1.92,-6.5,9.4,0.11,14.22
295,8,1.84,-6.4,9.3,0.12,14.57
295,9,1.7,-6.3,9.1,0.15,14.62
295,10,1.99,-5.7,9.2,0.11,14.46
295,11,2.45,-5.1,9.3,0.08,14.25
295,12,2.96,-3.8,9.3,0.07,13.65
295,13,3.52,-2.4,9.2,0.06,13.91
295,14,3.81,-1.3,9.1,0.04,14.56
295,15,3.89,-0.6,8.8,0.04,14.68
295,16,3.64,-0.6,9.0,0.09,14.36
295,17,3.23,-1.3,8.5,0.15,15.01
295,18,3.06,-2.2,8.8,0.06,15.49
295,19,3.0,-2.7,9.0,0.09,16.47
295,20,2.65,-3.2,9.0,0.13,15.89
295,21,2.42,-3.4,8.5,0.07,15.67
295,22,2.5,-3.2,8.1,0.06,15.55
295,23,2.4,-3.5,7.7,0.07,15.25
296,0,2.28,-3.8,7.3,0.05,14.79
296,1,2.14,-4.2,7.2,0.04,14.6
296,2,2.01,-4.6,7.0,0.05,14.33
296,3,1.78,-4.5,6.9,0.1,14.48
296,4,1.41,-5.1,6.6,0.01,13.92
296,5,1.13,-5.4,6.1,0.0,13.51
296,6,1.02,-5.6,6.1,0.0,13.36
296,7,0.92,-5.6,6.0,0.01,12.8
296,8,0.94,-5.6,6.1,0.05,12.45
296,9,0.92,-5.7,5.6,0.03,12.61
296,10,1.36,-4.8,6.4,0.0,12.61
296,11,2.07,-3.7,7.4,0.0,11.86
296,12,2.6,-3.2,7.8,0.03,11.76
296,13,2.96,-2.7,8.0,0.04,12.02
296,14,3.13,-2.4,8.2,0.03,12.06
296,15,3.12,-1.8,8.3,0.02,12.2
296,16,2.76,-2.6,7.8,0.01,12.36
296,17,2.41,-3.2,8.2,0.0,12.64
296,18,1.8,-6.1,8.1,0.0,13.34
296,19,1.44,-8.0,8.1,0.0,13.79
296,20,1.19,-8.3,8.2,0.0,13.8
296,21,1.06,-7.9,8.2,0.0,13.57
296,22,1.08,-6.5,8.1,0.0,13.14
296,23,0.74,-8.1,8.0,0.0,12.85
297,0,0.38,-10.7,7.8,0.0,12.54
297,1,0.58,-8.2,7.7,0.0,11.79
297,2,0.33,-9.0,7.3,0.0,11.4
297,3,-0.04,-9.6,7.0,0.0,10.4
297,4,-0.61,-11.7,6.8,0.0,10.21
297,5,-0.74,-11.3,6.2,0.0,10.52
297,6,-0.81,-10.4,5.7,0.0,10.4
297,7,-0.66,-9.3,5.6,0.0,10.63
297,8,-0.55,-9.5,5.5,0.0,10.74
297,9,-0.35,-9.3,5.5,0.03,10.68
297,10,0.49,-7.1,6.0,0.04,10.29
297,11,1.3,-5.6,6.8,0.04,9.71
297,12,2.16,-4.1,7.4,0.07,9.68
297,13,2.66,-3.0,7.5,0.06,9.71
297,14,2.96,-2.4,7.4,0.06,9.24
297,15,3.06,-2.2,7.3,0.04,9.22
297,16,2.74,-2.8,7.0,0.03,9.02
297,17,2.29,-3.1,6.4,0.05,8.99
297,18,1.95,-3.3,6.7,0.04,9.23
297,19,1.66,-3.1,6.8,0.01,9.84
297,20,1.51,-3.2,6.4,0.0,10.41
297,21,1.41,-3.5,6.0,0.0,10.48
297,22,1.39,-3.7,5.9,0.01,10.35
297,23,1.3,-3.9,5.9,0.04,10.45
298,0,1.28,-3.9,5.8,0.03,10.35
298,1,1.18,-4.0,5.8,0.02,10.13
298,2,1.11,-4.1,5.9,0.0,9.91
298,3,1.136,-4.2,6.0,0.009,9.718
298,4,0.73,-5.0,5.9,0.05,10.23
298,5,0.75,-4.9,6.1,0.04,10.51
298,6,0.68,-5.0,6.7,0.08,11.04
298,7,0.81,-5.1,6.6,0.15,10.74
298,8,0.62,-5.2,6.7,0.23,11.27
298,9,0.79,-5.4,7.0,0.25,10.9
298,10,1.35,-5.2,7.3,0.14,11.12
298,11,1.88,-4.8,8.0,0.09,11.76
298,12,2.31,-4.3,8.5,0.11,11.51
298,13,2.78,-3.7,8.8,0.1,11.98
298,14,2.84,-3.2,9.0,0.07,11.93
298,15,3.11,-3.0,9.7,0.08,11.49
298,16,2.56,-3.5,9.8,0.09,12.04
298,17,2.24,-3.7,9.9,0.05,12.67
298,18,2.05,-3.9,9.8,0.1,12.89
298,19,1.99,-4.2,10.0,0.12,13.17
298,20,1.92,-4.4,10.1,0.09,13.76
298,21,1.91,-4.3,10.0,0.12,13.56
298,22,1.88,-4.3,9.8,0.28,13.99
298,23,1.91,-4.3,9.8,0.17,14.52
299,0,1.71,-4.1,9.1,0.09,14.52
299,1,1.56,-4.2,7.9,0.09,14.69
299,2,1.43,-4.2,6.9,0.15,14.46
299,3,2.109,-4.0,7.3,0.127,14.355
299,4,1.78,-3.1,6.8,0.29,12.67
299,5,1.93,-2.8,6.6,0.29,13.16
299,6,1.62,-3.0,6.6,0.29,14.23
299,7,1.4,-3.5,6.7,0.25,13.59
299,8,1.34,-3.5,6.8,0.31,12.93
299,9,1.41,-3.4,7.2,0.29,12.72
299,10,1.55,-2.8,7.3,0.33,12.46
299,11,1.9,-2.1,7.5,0.36,12.08
299,12,2.24,-1.5,7.9,0.29,11.09
299,13,2.49,-1.2,8.2,0.24,10.46
299,14,2.71,-1.0,7.5,0.19,10.21
299,15,3.02,-0.9,8.1,0.26,9.58
299,16,2.85,-1.5,8.1,0.21,9.2
299,17,2.53,-1.9,8.1,0.14,9.46
299,18,2.3,-2.3,8.2,0.25,9.42
299,19,1.98,-2.6,8.1,0.08,9.65
299,20,1.71,-2.9,8.0,0.09,10.58
299,21,1.57,-3.1,7.9,0.07,10.59
299,22,1.42,-3.2,7.8,0.1,10.62
299,23,1.28,-3.3,7.7,0.06,9.84
300,0,1.0,-3.2,7.5,0.03,9.81
300,1,0.72,-3.2,7.5,0.01,9.4
300,2,0.57,-3.4,7.5,0.0,9.97
300,3,0.342,-3.8,7.4,0.0,10.133
300,4,0.4,-4.5,7.3,0.0,9.58
300,5,0.34,-4.7,7.3,0.03,9.73
300,6,0.25,-5.0,7.3,0.1,10.33
300,7,0.26,-5.2,6.8,0.16,10.67
300,8,0.3,-5.2,7.0,0.15,10.95
300,9,0.47,-5.1,7.5,0.07,11.23
300,10,0.79,-4.0,7.8,0.05,11.86
300,11,1.37,-2.4,8.1,0.02,12.2
300,12,1.84,-1.6,8.2,0.09,12.61
300,13,2.13,-1.0,8.1,0.03,12.72
300,14,2.42,-0.7,8.9,0.04,13.24
300,15,2.5,-0.7,9.2,0.05,13.79
300,16,2.47,-1.7,9.6,0.02,13.94
300,17,2.34,-2.2,9.4,0.12,13.89
300,18,2.26,-2.5,9.4,0.04,13.99
300,19,2.13,-2.6,8.1,0.04,14.5
300,20,2.05,-2.6,7.8,0.05,14.37
300,21,2.04,-3.0,8.3,0.1,14.24
300,22,2.02,-3.2,8.3,0.2,14.31
300,23,1.86,-3.4,7.9,0.2,13.98
301,0,1.75,-3.4,7.9,0.16,13.79
301,1,1.66,-4.2,8.0,0.31,13.18
301,2,1.8,-4.3,8.0,0.32,12.7
301,3,1.255,-4.3,8.2,0.245,12.673
301,4,1.85,-4.5,8.1,0.15,12.59
301,5,1.79,-4.6,7.6,0.14,12.76
301,6,1.71,-4.5,6.9,0.02,12.89
301,7,1.51,-4.6,6.4,0.02,12.51
301,8,1.44,-5.3,6.7,0.03,12.09
301,9,1.53,-5.6,7.0,0.05,11.86
301,10,1.91,-5.3,7.4,0.08,11.9
301,11,2.33,-4.3,7.5,0.03,11.74
301,12,2.83,-3.1,7.7,0.02,11.48
301,13,3.03,-2.2,7.6,0.12,11.72
301,14,3.1,-2.0,7.4,0.14,11.63
301,15,2.99,-1.8,7.3,0.15,11.0
301,16,2.71,-2.8,7.5,0.16,10.99
301,17,2.5,-3.1,7.0,0.12,10.58
301,18,2.39,-3.6,7.1,0.13,10.73
301,19,2.28,-4.2,7.3,0.12,11.3
301,20,2.33,-4.6,7.2,0.11,11.26
301,21,2.28,-4.7,7.1,0.12,11.54
301,22,2.15,-4.8,6.9,0.11,11.53
301,23,1.89,-5.1,6.9,0.08,11.64
302,0,1.5,-5.5,6.6,0.15,11.66
302,1,1.23,-5.8,6.8,0.13,11.72
302,2,1.29,-6.6,7.5,0.12,11.16
302,3,0.433,-7.6,7.9,0.108,11.058
302,4,0.95,-7.8,7.9,0.09,11.62
302,5,1.0,-7.7,7.8,0.07,11.95
302,6,1.06,-7.4,7.5,0.11,12.38
302,7,1.12,-7.0,7.5,0.1,12.64
302,8,1.2,-6.4,7.4,0.07,12.68
302,9,1.42,-5.7,7.6,0.07,12.71
302,10,1.89,-5.1,7.8,0.15,12.8
302,11,2.33,-4.3,7.8,0.24,12.62
302,12,2.74,-3.4,7.8,0.33,12.61
302,13,3.0,-2.8,7.9,0.31,12.48
302,14,3.07,-2.5,8.3,0.28,13.05
302,15,2.68,-3.8,7.9,0.26,12.8
302,16,2.11,-3.9,7.7,0.27,13.27
302,17,1.74,-4.4,7.5,0.17,14.19
302,18,1.51,-4.9,7.3,0.14,14.77
302,19,1.35,-5.4,7.1,0.15,15.06
302,20,1.22,-5.7,6.8,0.11,15.34
302,21,1.1,-5.7,6.5,0.08,14.78
302,22,1.03,-5.4,6.3,0.06,14.2
302,23,0.93,-5.1,6.1,0.15,13.21
303,0,0.88,-5.1,6.1,0.09,12.99
303,1,0.84,-5.3,6.4,0.12,12.77
303,2,0.87,-6.2,6.5,0.04,12.75
303,3,0.708,-5.8,6.3,0.033,13.592
303,4,0.49,-6.7,7.0,0.01,12.49
303,5,0.34,-7.9,7.2,0.02,12.84
303,6,0.11,-9.3,7.1,0.03,12.67
303,7,0.04,-9.9,7.1,0.02,13.03
303,8,-0.17,-11.8,7.1,0.01,13.44
303,9,-0.07,-11.8,7.2,0.0,13.51
303,10,0.46,-9.9,7.4,0.01,13.4
303,11,0.96,-7.9,7.8,0.05,13.38
303,12,1.36,-6.3,8.0,0.02,13.92
303,13,1.72,-4.8,8.0,0.0,13.64
303,14,1.51,-4.6,8.0,0.0,13.35
303,15,1.2,-4.4,8.4,0.0,13.22
303,16,0.92,-4.1,8.2,0.01,13.79
303,17,0.85,-4.3,8.2,0.0,13.96
303,18,0.61,-4.7,8.2,0.01,14.04
303,19,0.33,-5.1,7.9,0.01,14.34
303,20,0.18,-5.5,7.8,0.06,13.98
303,21,0.04,-5.6,7.2,0.13,13.17
303,22,-0.08,-5.8,7.2,0.1,12.63
303,23,-0.14,-8.8,7.2,0.05,12.59
304,0,-0.03,-9.6,7.4,0.08,12.39
304,1,-0.07,-9.1,7.3,0.07,11.94
304,2,-0.5,-9.4,7.3,0.11,11.28
304,3,0.164,-9.8,7.0,0.109,11.436
304,4,-0.74,-10.2,6.2,0.08,9.86
304,5,-0.56,-9.0,5.8,0.11,9.91
304,6,-1.06,-10.6,5.5,0.06,9.81
304,7,-1.12,-9.7,5.5,0.08,10.01
304,8,-1.14,-10.0,5.5,0.1,9.49
304,9,-0.9,-9.7,5.6,0.12,8.92
304,10,-0.47,-10.5,5.8,0.14,9.76
304,11,-0.05,-9.6,6.1,0.06,10.26
304,12,0.44,-7.4,6.3,0.07,9.68
304,13,0.51,-7.8,6.6,0.03,9.83
304,14,0.71,-5.5,6.7,0.03,9.8
304,15,0.33,-6.8,6.8,0.02,9.83
304,16,-0.17,-8.1,6.7,0.03,10.18
304,17,-0.38,-8.6,6.7,0.06,10.07
304,18,-0.2,-8.2,7.1,0.02,9.82
304,19,-0.31,-7.9,7.1,0.04,10.21
304,20,-0.16,-8.6,6.9,0.16,10.06
304,21,-0.14,-8.6,6.8,0.19,10.45
304,22,-0.06,-8.3,6.7,0.08,10.48
304,23,-0.01,-8.4,6.5,0.04,10.49
305,0,0.05,-9.1,6.4,0.06,10.58
305,1,-0.04,-9.5,6.1,0.12,10.08
305,2,-0.18,-9.7,6.1,0.08,9.59
305,3,-0.64,-10.7,6.0,0.11,9.43
305,4,-0.63,-10.9,6.1,0.14,9.14
305,5,-0.7,-11.3,6.2,0.06,9.15
305,6,-0.71,-11.8,6.1,0.04,9.35
305,7,-0.69,-11.9,6.3,0.06,9.34
305,8,-0.7,-12.3,6.4,0.02,10.04
305,9,-0.65,-12.4,6.8,0.01,9.82
305,10,-0.18,-12.0,7.3,0.0,9.4
305,11,0.17,-11.7,7.6,0.01,9.34
305,12,0.45,-11.4,7.9,0.02,9.31
305,13,0.73,-10.9,7.9,0.03,9.31
305,14,0.89,-9.1,8.0,0.04,8.87
305,15,0.72,-9.1,7.8,0.03,9.35
305,16,0.28,-9.4,7.4,0.03,9.72
305,17,0.19,-9.6,7.2,0.02,10.64
305,18,-0.05,-9.9,6.8,0.02,10.64
305,19,-0.14,-10.1,6.0,0.06,10.89
305,20,-0.31,-10.5,5.4,0.12,10.98
305,21,-0.29,-10.9,5.3,0.12,11.45
305,22,-0.18,-11.0,6.1,0.07,11.67
305,23,-0.15,-11.3,6.7,0.09,12.13
306,0,-0.23,-11.2,6.4,0.07,12.42
306,1,-0.1,-11.3,7.0,0.08,13.07
306,2,0.03,-10.6,6.5,0.04,13.07
306,3,-0.09,-11.3,6.7,0.05,14.08
306,4,-0.19,-11.1,7.1,0.06,14.54
306,5,-0.31,-10.8,7.0,0.09,14.62
306,6,-0.42,-10.6,6.9,0.08,15.37
306,7,-0.48,-10.6,6.8,0.04,15.42
306,8,-0.43,-10.4,6.8,0.03,15.77
306,9,-0.28,-10.0,6.8,0.05,15.59
306,10,0.27,-8.7,6.9,0.03,15.8
306,11,0.87,-7.0,7.2,0.04,16.32
306,12,1.22,-5.3,7.3,0.11,16.37
306,13,1.36,-3.9,7.4,0.21,16.18
306,14,1.54,-2.9,7.1,0.31,16.41
306,15,1.38,-2.9,6.8,0.15,16.31
306,16,1.21,-4.0,6.6,0.27,16.97
306,17,1.26,-4.8,6.4,0.3,16.72
